20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,
20.000000,20.021562,20.043474,20.066087,20.089780,20.114941,20.142012,20.171456,20.203826,20.239721,20.279874,20.325105,20.376443,20.435082,20.502547,20.580675,20.671864,20.779130,20.906510,21.059342,21.245045,21.474020,21.761562,22.130833,22.618908,23.288498,24.254148,25.744799,28.271601,33.126595,44.028138,73.070065,83.970719,88.823922,91.348001,92.834959,93.795883,94.459647,94.940699,95.301646,95.579420,95.797041,95.969604,96.107309,96.217306,96.304651,96.373015,96.425021,96.462561,96.486917,96.498901,96.498901,96.486917,96.462561,96.425021,96.373015,96.304651,96.217306,96.107309,95.969604,95.797041,95.579420,95.301646,94.940699,94.459647,93.795883,92.834959,91.348001,88.823922,83.970719,73.070065,44.028138,33.126595,28.271601,25.744799,24.254148,23.288498,22.618908,22.130833,21.761562,21.474020,21.245045,21.059342,20.906510,20.779130,20.671864,20.580675,20.502547,20.435082,20.376443,20.325105,20.279874,20.239721,20.203826,20.171456,20.142012,20.114941,20.089780,20.066087,20.043474,20.021562,20.000000,
20.000000,20.042856,20.086398,20.131338,20.178399,20.228381,20.282112,20.340559,20.404750,20.475927,20.555452,20.645016,20.746533,20.862427,20.995547,21.149556,21.328941,21.539591,21.789035,22.087442,22.448463,22.891286,23.443219,24.144857,25.058308,26.283115,27.985482,30.455804,34.217374,40.209173,49.918430,64.284102,73.991591,79.979825,83.735984,86.198956,87.891932,89.105148,90.004643,90.689723,91.222255,91.642500,91.977429,92.245772,92.460711,92.631794,92.765897,92.868063,92.941861,92.989780,93.013363,93.013363,92.989780,92.941861,92.868063,92.765897,92.631794,92.460711,92.245772,91.977429,91.642500,91.222255,90.689723,90.004643,89.105148,87.891932,86.198956,83.735984,79.979825,73.991591,64.284102,49.918430,40.209173,34.217374,30.455804,27.985482,26.283115,25.058308,24.144857,23.443219,22.891286,22.448463,22.087442,21.789035,21.539591,21.328941,21.149556,20.995547,20.862427,20.746533,20.645016,20.555452,20.475927,20.404750,20.340559,20.282112,20.228381,20.178399,20.131338,20.086398,20.042856,20.000000,
20.000000,20.063615,20.128249,20.194927,20.264748,20.338838,20.418475,20.504999,20.599999,20.705183,20.822642,20.954697,21.104243,21.274605,21.470003,21.695459,21.957455,22.264005,22.625663,23.056030,23.573509,24.202902,24.978969,25.950888,27.190514,28.804354,30.953383,33.880098,37.937795,43.579182,51.157525,60.161548,67.737262,73.373354,77.423003,80.338804,82.473870,84.070503,85.289387,86.236734,86.983981,87.579885,88.058630,88.444432,88.754911,89.002858,89.197765,89.346520,89.454151,89.524093,89.558542,89.558542,89.524093,89.454151,89.346520,89.197765,89.002858,88.754911,88.444432,88.058630,87.579885,86.983981,86.236734,85.289387,84.070503,82.473870,80.338804,77.423003,73.373354,67.737262,60.161548,51.157525,43.579182,37.937795,33.880098,30.953383,28.804354,27.190514,25.950888,24.978969,24.202902,23.573509,23.056030,22.625663,22.264005,21.957455,21.695459,21.470003,21.274605,21.104243,20.954697,20.822642,20.705183,20.599999,20.504999,20.418475,20.338838,20.264748,20.194927,20.128249,20.063615,20.000000,
20.000000,20.083598,20.168511,20.256098,20.347741,20.444961,20.549329,20.662671,20.786912,20.924372,21.077568,21.249605,21.443958,21.664984,21.917725,22.208591,22.545255,22.937614,23.397944,23.942352,24.591538,25.373235,26.324301,27.495152,28.954480,30.796886,33.150106,36.180426,40.081563,45.019769,50.978491,57.475335,63.430600,68.361832,72.252384,75.268331,77.603194,79.422949,80.855018,81.993543,82.906755,83.644430,84.242782,84.728669,85.121901,85.437406,85.686231,85.876676,86.014706,86.104541,86.148810,86.148810,86.104541,86.014706,85.876676,85.686231,85.437406,85.121901,84.728669,84.242782,83.644430,82.906755,81.993543,80.855018,79.422949,77.603194,75.268331,72.252384,68.361832,63.430600,57.475335,50.978491,45.019769,40.081563,36.180426,33.150106,30.796886,28.954480,27.495152,26.324301,25.373235,24.591538,23.942352,23.397944,22.937614,22.545255,22.208591,21.917725,21.664984,21.443958,21.249605,21.077568,20.924372,20.786912,20.662671,20.549329,20.444961,20.347741,20.256098,20.168511,20.083598,20.000000,
20.000000,20.102568,20.206738,20.314121,20.426440,20.545451,20.673143,20.811578,20.963197,21.130590,21.316913,21.525607,21.760941,22.027716,22.331959,22.680664,23.082700,23.548680,24.092203,24.730024,25.483836,26.381035,27.457350,28.758488,30.343592,32.286866,34.678668,37.618904,41.197897,45.449499,50.271644,55.341032,60.158922,64.401957,67.967928,70.890512,73.259738,75.175204,76.726807,77.988285,79.018120,79.861357,80.552819,81.118987,81.580331,81.952352,82.247004,82.473176,82.637512,82.744610,82.797448,82.797448,82.744610,82.637512,82.473176,82.247004,81.952352,81.580331,81.118987,80.552819,79.861357,79.018120,77.988285,76.726807,75.175204,73.259738,70.890512,67.967928,64.401957,60.158922,55.341032,50.271644,45.449499,41.197897,37.618904,34.678668,32.286866,30.343592,28.758488,27.457350,26.381035,25.483836,24.730024,24.092203,23.548680,23.082700,22.680664,22.331959,22.027716,21.760941,21.525607,21.316913,21.130590,20.963197,20.811578,20.673143,20.545451,20.426440,20.314121,20.206738,20.102568,20.000000,
20.000000,20.120332,20.242498,20.368398,20.499946,20.639252,20.788472,20.950102,21.126740,21.321503,21.537709,21.779428,22.051112,22.358291,22.707186,23.105586,23.562499,24.089263,24.699322,25.409654,26.240777,27.218565,28.374490,29.747601,31.384331,33.338950,35.669473,38.430133,41.653164,45.321044,49.329941,53.471402,57.475299,61.133095,64.340826,67.080718,69.384726,71.306649,72.904058,74.230578,75.331998,76.246468,77.004565,77.630948,78.144908,78.561800,78.893395,79.148856,79.334903,79.456393,79.516378,79.516378,79.456393,79.334903,79.148856,78.893395,78.561800,78.144908,77.630948,77.004565,76.246468,75.331998,74.230578,72.904058,71.306649,69.384726,67.080718,64.340826,61.133095,57.475299,53.471402,49.329941,45.321044,41.653164,38.430133,35.669473,33.338950,31.384331,29.747601,28.374490,27.218565,26.240777,25.409654,24.699322,24.089263,23.562499,23.105586,22.707186,22.358291,22.051112,21.779428,21.537709,21.321503,21.126740,20.950102,20.788472,20.639252,20.499946,20.368398,20.242498,20.120332,20.000000,
20.000000,20.136703,20.275467,20.418358,20.567581,20.725367,20.894233,21.076755,21.275969,21.495036,21.737786,22.008296,22.311584,22.653130,23.039723,23.478965,23.980300,24.554533,25.215073,25.977504,26.861021,27.888009,29.085475,30.484197,32.119274,34.027281,36.243280,38.792178,41.677750,44.865776,48.270831,51.754526,55.153879,58.330426,61.198555,63.723819,65.909610,67.780432,69.370746,70.716529,71.852019,72.807149,73.607759,74.275069,74.826719,75.276714,75.636395,75.914432,76.117519,76.250350,76.316023,76.316023,76.250350,76.117519,75.914432,75.636395,75.276714,74.826719,74.275069,73.607759,72.807149,71.852019,70.716529,69.370746,67.780432,65.909610,63.723819,61.198555,58.330426,55.153879,51.754526,48.270831,44.865776,41.677750,38.792178,36.243280,34.027281,32.119274,30.484197,29.085475,27.888009,26.861021,25.977504,25.215073,24.554533,23.980300,23.478965,23.039723,22.653130,22.311584,22.008296,21.737786,21.495036,21.275969,21.076755,20.894233,20.725367,20.567581,20.418358,20.275467,20.136703,20.000000,
20.000000,20.151556,20.305330,20.463612,20.628702,20.803124,20.989426,21.190546,21.409490,21.649840,21.915325,22.210481,22.540126,22.910180,23.327067,23.798695,24.333810,24.943143,25.638718,26.435131,27.348770,28.399068,29.607384,30.997755,32.594676,34.422151,36.498781,38.833279,41.415659,44.210370,47.150012,50.140000,53.073306,55.855240,58.418241,60.726446,62.769530,64.555670,66.102928,67.434516,68.574153,69.544782,70.366688,71.057842,71.633178,72.105361,72.484461,72.778668,72.994102,73.135320,73.205199,73.205199,73.135320,72.994102,72.778668,72.484461,72.105361,71.633178,71.057842,70.366688,69.544782,68.574153,67.434516,66.102928,64.555670,62.769530,60.726446,58.418241,55.855240,53.073306,50.140000,47.150012,44.210370,41.415659,38.833279,36.498781,34.422151,32.594676,30.997755,29.607384,28.399068,27.348770,26.435131,25.638718,24.943143,24.333810,23.798695,23.327067,22.910180,22.540126,22.210481,21.915325,21.649840,21.409490,21.190546,20.989426,20.803124,20.628702,20.463612,20.305330,20.151556,20.000000,
20.000000,20.164766,20.331904,20.503786,20.682939,20.871890,21.073484,21.290583,21.526543,21.784781,22.069408,22.384676,22.735772,23.128154,23.568506,24.063977,24.623284,25.255861,25.973069,26.787218,27.712781,28.765143,29.961542,31.319159,32.855204,34.583619,36.513454,38.643595,40.959606,43.428447,45.998503,48.601848,51.164984,53.619899,55.914755,58.016248,59.909490,61.592901,63.074827,64.368517,65.490181,66.456030,67.281956,67.982026,68.568937,69.053239,69.443972,69.748229,69.971701,70.118426,70.191135,70.191135,70.118426,69.971701,69.748229,69.443972,69.053239,68.568937,67.982026,67.281956,66.456030,65.490181,64.368517,63.074827,61.592901,59.909490,58.016248,55.914755,53.619899,51.164984,48.601848,45.998503,43.428447,40.959606,38.643595,36.513454,34.583619,32.855204,31.319159,29.961542,28.765143,27.712781,26.787218,25.973069,25.255861,24.623284,24.063977,23.568506,23.128154,22.735772,22.384676,22.069408,21.784781,21.526543,21.290583,21.073484,20.871890,20.682939,20.503786,20.331904,20.164766,20.000000,
